Image Path,Label
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/d8f654c0-7394-44ae-8cb3-0e803247a84e_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Delve (1)_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Es Becks_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck’s…_logo_1.jpg,Becks Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck_s Blue Alcohol Free German Beer Bottles 24 x 275ml, Case of 24 Beer - British Hypermarket-uk Beck_s_logo_1.jpg",Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beer waiting for __logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/BECK_S GERMANY_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/5903fb51-86b3-478b-bf39-2265070d8b39_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck_s Beer (4)_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Becks Pils 50cl_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Lit with HDR Light Studio - Beer bottle by…_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/c0882e1b-e203-4c7a-803b-171f06d6ca7b_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/beb6a71f-f3ba-471b-a057-6f7657714d75_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck_s beer copy_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Breja copy_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Cerveja Beck’s_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Vue - London Issue 308 Showcase Nov 2011 magazine_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Cerveja Beck’s_logo_2.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Une Petite Mousse_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Post Feed Distribuidora Cerveja Beck´s Social Media PSD Editável_logo_2.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Post Feed Distribuidora Cerveja Beck´s Social Media PSD Editável_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Post Story Distribuidora Cerveja Beck´s Social Media PSD Editável_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Brejinha_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/We Heart It_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Предметная фотография_logo_1.jpg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Logo PNG Vector (SVG) Free Download.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck’s Interbrew 2004 vector logo.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Logo PNG Vector (EPS) Free Download.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck’s Light vector logo.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Key Logo Reclamebord van metaal 30 x 20 cm GEBOLD BORD MET RELIEF METALEN-WANDBORD - MUURPLAAT - VINTAGE - RETRO - HORECA- WANDDECORATIE -TEKS.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Logo PNG Vector (EPS) Free Download (1).jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Logo PNG Vector (EPS) Free Download (2).jpeg,Becks Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/BRAUEREI BECK Bremen, Germany.jpeg",Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/f593764a-7151-4220-a5a2-faa4bc0c28eb.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck’s Black vector logo.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Brewery.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck Beer Logo Local Beer Brewery Logo Sticker by JarodMarshall.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Becks Beer vector logo.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/6da3aaef-7eec-4f2e-9bae-3412224d5011.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's International Premium Beer Trio.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/4b343cba-877c-4be7-9479-75f2b6219ce5.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Custom LED Neon Light Signs.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Becks neon beer sign.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Key Logo Women's Sweatshirt - Small _ Kelly Green.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Becks Beer Logo Ad German 8x12 Metal_ Wall Sign.jpeg,Becks Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Wine, Spirits & Beer Superstore.jpeg",Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Logo PNG Vector (EPS) Free Download (3).jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck's Logo PNG Vector (EPS) Free Download (4).jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Beck’s.jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/BRAUEREI BECK & CO'S BECKS VIER - lager brewed in….jpeg,Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/bff1d5bc-6137-44cf-a48f-4ce9609286d6.jpeg,Becks Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Becks Beer/Wine, Spirits & Beer Superstore (1).jpeg",Becks Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/beer 🍺_logo_1(1).jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Lata de Stella Artois_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois _ Rob Lawson _ Drinks Photographer_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/EUROPEAN PALE LAGER Stella Artois_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois ®️_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/37b95a45-50cd-459e-b0c9-0a4d34389793_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/37b95a45-50cd-459e-b0c9-0a4d34389793_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Beer Brinde  foto_ FF_logo_3.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Beer Brinde  foto_ FF_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Beer Brinde  foto_ FF_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois --  Always on hand_ Great beer_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Oh Stella_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/c8d356ae-41a8-45dc-b804-2b8ce581808f_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Una rica cervecita para el calor🥵_logo_1.jpg,Stella Artois
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Adoro mis pausas, mis momentos_logo_1.jpg",Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Summer is here_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/download_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (15)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/story de cerveja_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Salud_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Salud_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Cerveja levinha com a cara do verão 🌞_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/stella artois - premium american lager_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (1)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (2)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (2)_logo_3.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (2)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois__logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Välkommen_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Cerveja Stella Artois 330ml_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer _ stella 💚_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer _ stella 💚_logo_4.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer _ stella 💚_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer _ stella 💚_logo_3.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (3)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Heritage highlighted in Stella Artois pack facelift - PKN Packaging News_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (19)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/The Ultimate Guide to Vegan Alcohol_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/The Ultimate Guide to Vegan Alcohol_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois _ Make time for The Life Artois!_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Me encantó _3_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Pilsner Beer_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (23)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (21)_logo_4.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (21)_logo_3.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/story de cerveja (1)_logo_3.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/story de cerveja (1)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/story de cerveja (1)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (4)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (22)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/STELLA ARTOIS LAGER ++_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/bb5834b5-cbda-4dcc-ae3e-df8ca899f29d_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/bb5834b5-cbda-4dcc-ae3e-df8ca899f29d_logo_3.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/bb5834b5-cbda-4dcc-ae3e-df8ca899f29d_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/RJ AESTHETIC_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/RJ AESTHETIC_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (25)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (5)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella artois (6)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/🇧🇪 Stella Artois__logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (7)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer Time_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (29)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/need one right now__logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Välkommen (1)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (32)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (31)_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/033 Stella Artois_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/033 Stella Artois_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (33)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/330 Stella Artois_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/330 Stella Artois_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (34)_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois ®️ copy_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/CGI Stella Artois Can_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Pint_logo_3.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Pint_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Pint_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/1003886_logo_2.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/1003886_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/STELLA ARTOIS copy_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Logo PNG Vector (EPS) Free Download_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/JKR creates “elegant” new structural design for Stella Artois_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois _ Rob Lawson _ Drinks Photographer copy_logo_1.jpg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/_ (1)_logo_2.jpg,Stella Artois
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois logo PNG, vector format.jpeg",Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (cerveja) Logo – PNG e Vetor – Download de Logo.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois beer vector logo download free.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer labels collection by AB on Instagram_ “Stella….jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/f357adf3-5266-4f9d-9860-07891c2303ed.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer Logo Stella Artois Brewery Brand PNG - Free Download.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Tampa de Garrafa da Stella Artois Elemento 3D PNG Transparente.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Cozy Home Treasures Other _ Stella Artois Premium Lager Beer Vintage Novelty Metal Sign 12_ X 8_ New! _ Color_ Tan _ Size_ Os.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/e45c7d91-83ba-4ee1-992d-f3edd4ae255f.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Logo PNG Vector (CDR) Free Download.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/stella artois Logo PNG Vector (AI) Free Download.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/7e2ec16b-3d41-41ee-8bb3-3e6d2287d058.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/c2d923a4-9f13-42f1-8cf0-301b462ed568.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/db601fb3-263a-4085-9c9c-ce6d4eb14b3d.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/LATA STELLA ARTOIS BELGIUM 473 CM3 ORIGEN ARGENTINA 2018.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois cerveja premium amaerican lager lata 350ml 8 unidades.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Promotional Beer Mat  _ eBay.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/7583ccee-41dc-4366-a34a-abde690c1904.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/I never buy this but it's pretty good_ Very drinkable.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/c58266f8-57ab-4a3e-914f-838467fe0d02.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/0683e4ae-5a5a-4a0a-a140-89378453b6db.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Friday beer_.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois -one of the best pilseners in my….jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Cheers Joe.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Not a huge fan of bitter beers but Stella is….jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/My favorite.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/The power of the Stella.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/This item is unavailable - Etsy.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Fav beer.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/one of my favs _-).jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois (1).jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/87a54c77-154d-4d5d-813b-2e6709846887.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/favorite beer!.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Beer Bottle - CGI & Retouching - CircleMedia.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Top Coupon For Restaurent.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/my favorite  _) _3.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella!!!.jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Off for the next 4 days_ Ill be starting with….jpeg,Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/JKR creates “elegant” new structural design for Stella Artois.jpeg,Stella Artois
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Stella Artois/Stella Artois Beer Logo PNG vector in SVG, PDF, AI, CDR format.jpeg",Stella Artois
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/22f91cba-5a65-4306-a215-71951196eff0_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Premium_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Duo beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Duo beer_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Empty Beer Can CARLSBERG Pilsner Premium 500 ml_ Ukraine 2024 Bottom open! 🇺🇦  _ eBay_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/El blog cervecero de Mr_Beer-Gt_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/nice big beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Beer - Carlsberg Advertising_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Beer - Carlsberg Advertising_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Beer - Carlsberg Advertising_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (1)_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (1)_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (1)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/cold beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (2)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Major Global Rebrand_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Major Global Rebrand_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Major Global Rebrand_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/The 12 best beers in India to drink in 2020_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Premium Pilsner_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/carlsberg-fullsize_jpg by Mikael Eidenberg_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/SnapPack Carlsberg_logo_1.jpg,Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer editorial photo_ Image of beer, luxury - 18731001_logo_1.jpg",Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/My favorite beer, Carlsberg_logo_3.jpg",Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/My favorite beer, Carlsberg_logo_2.jpg",Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/My favorite beer, Carlsberg_logo_1.jpg",Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/download_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (3)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Bespoke Cut-Out Tab_logo_1.jpg,Carlsberg Beer
